,Rank,Total Score,Max Score,Mean Score,NUMBER,CODE,SERIAL,NAME,TYPE1,TYPE2,COLOR,ABILITY1,ABILITY2,ABILITY HIDDEN,GENERATION,LEGENDARY,MEGA_EVOLUTION,HEIGHT,WEIGHT,HP,ATK,DEF,SP_ATK,SP_DEF,SPD,TOTAL
52,184,-890.3999999999994,57.0,-0.8496183206106872,40,1,401,Wigglytuff,Normal,Fairy,Pink,Cute Charm,Competitive,Friend Guard,1.0,0.0,0.0,1.0,12.0,140,70,45,85,50,45,435
127,184,-890.3999999999994,57.00000000000001,-0.8496183206106868,97,1,971,Hypno,Psychic,,Yellow,Insomnia,Forewarn,Inner Focus,1.0,0.0,0.0,1.6,75.6,85,73,70,73,115,67,483
718,184,-890.3999999999994,57.0,-0.8496183206106872,609,1,6091,Chandelure,Ghost,Fire,Black,Flash Fire,Flame Body,Infiltrator,5.0,0.0,0.0,1.0,34.3,60,55,90,145,90,80,520
667,184,-890.3999999999994,57.00000000000001,-0.8496183206106871,564,1,5641,Tirtouga,Water,Rock,Blue,Solid Rock,Sturdy,Swift Swim,5.0,0.0,0.0,0.7,16.5,54,78,103,53,45,22,355
569,184,-890.3999999999994,57.0,-0.8496183206106872,479,2,4792,Rotom,Electric,Fire,Red,Levitate,,,4.0,0.0,0.0,0.3,0.3,50,65,107,105,107,86,520
570,184,-890.3999999999994,57.0,-0.8496183206106872,479,3,4793,Rotom,Electric,Water,Red,Levitate,,,4.0,0.0,0.0,0.3,0.3,50,65,107,105,107,86,520
571,184,-890.3999999999994,57.0,-0.8496183206106872,479,4,4794,Rotom,Electric,Ice,Red,Levitate,,,4.0,0.0,0.0,0.3,0.3,50,65,107,105,107,86,520
375,184,-890.3999999999994,57.00000000000001,-0.8496183206106868,317,1,3171,Swalot,Poison,,Purple,Liquid Ooze,Sticky Hold,Gluttony,3.0,0.0,0.0,1.7,80.0,100,73,83,73,83,55,467
573,184,-890.3999999999994,57.0,-0.8496183206106872,479,6,4796,Rotom,Electric,Grass,Red,Levitate,,,4.0,0.0,0.0,0.3,0.3,50,65,107,105,107,86,520
1019,184,-890.3999999999994,57.0,-0.8496183206106872,876,1,8761,Indeedee M,Psychic,Normal,Purple,Inner Focus,Synchronize,Psychic Surge,8.0,0.0,0.0,0.9,28.0,60,65,55,105,95,95,475
921,184,-890.3999999999994,57.0,-0.849618320610687,783,1,7831,Hakamo-o,Dragon,Fighting,Grey,Bulletproof,Soundproof,Overcoat,7.0,0.0,0.0,1.2,47.0,55,75,90,65,70,65,420
355,184,-890.3999999999994,57.0,-0.849618320610687,302,1,3021,Sableye,Dark,Ghost,Purple,Keen Eye,Stall,Prankster,3.0,0.0,0.0,0.5,11.0,50,75,75,65,65,50,380
944,184,-890.3999999999994,57.00000000000001,-0.8496183206106868,803,1,8031,Poipole,Poison,,Purple,Beast Boost,,,7.0,1.0,0.0,0.6,1.8,67,73,67,73,67,73,420
572,184,-890.3999999999994,57.0,-0.8496183206106872,479,5,4795,Rotom,Electric,Flying,Red,Levitate,,,4.0,0.0,0.0,0.3,0.3,50,65,107,105,107,86,520
417,185,-1309.5999999999922,56.6,-1.249618320610688,353,1,3531,Shuppet,Ghost,,Black,Insomnia,Frisk,Cursed Body,3.0,0.0,0.0,0.6,2.3,44,75,35,63,33,45,295
108,186,-1938.3999999999996,56.0,-1.849618320610687,82,1,821,Magneton,Electric,Steel,Grey,Magnet Pull,Sturdy,Analytic,1.0,0.0,0.0,1.0,60.0,50,60,95,120,70,70,465
272,186,-1938.3999999999996,56.0,-1.849618320610687,227,1,2271,Skarmory,Steel,Flying,Grey,Keen Eye,Sturdy,Weak Armor,2.0,0.0,0.0,1.7,50.5,65,80,140,40,70,70,465
251,186,-1938.3999999999996,56.0,-1.849618320610687,209,1,2091,Snubbull,Fairy,,Pink,Intimidate,Run Away,Rattled,2.0,0.0,0.0,0.6,7.8,60,80,50,40,40,30,300
287,186,-1938.3999999999996,56.0,-1.849618320610687,241,1,2411,Miltank,Normal,,Pink,Thick Fat,Scrappy,Sap Sipper,2.0,0.0,0.0,1.2,75.5,95,80,105,40,70,100,490
1022,186,-1938.3999999999996,56.0,-1.849618320610687,878,1,8781,Cufant,Steel,,Yellow,Sheer Force,,Heavy Metal,8.0,0.0,0.0,1.2,100.0,72,80,49,40,49,40,330
115,186,-1938.3999999999996,56.0,-1.849618320610687,88,1,881,Grimer,Poison,,Purple,Stench,Sticky Hold,Poison Touch,1.0,0.0,0.0,0.9,30.0,80,80,50,40,50,25,325
116,186,-1938.3999999999996,56.0,-1.849618320610687,88,2,882,Grimer,Poison,Dark,Green,Poison Touch,Gluttony,Power of Alchemy,7.0,0.0,0.0,0.7,42.0,80,80,50,40,50,25,325
242,186,-1938.3999999999996,56.0,-1.8496183206106875,201,1,2011,Unown,Psychic,,Black,Levitate,,,2.0,0.0,0.0,0.5,5.0,48,72,48,72,48,48,336
91,186,-1938.3999999999996,56.0,-1.849618320610687,73,1,731,Tentacruel,Water,Poison,Blue,Clear Body,Liquid Ooze,Rain dish,1.0,0.0,0.0,1.6,55.0,80,70,65,80,120,100,515
616,187,-2357.6000000000054,55.6,-2.2496183206106877,520,1,5201,Tranquill,Normal,Flying,Grey,Big Pecks,Super Luck,Rivalry,5.0,0.0,0.0,0.6,15.0,62,77,62,50,42,65,358
512,187,-2357.6000000000054,55.60000000000001,-2.2496183206106877,428,1,4281,Lopunny,Normal,,Brown,Cute Charm,Klutz,Limber,4.0,0.0,0.0,1.2,33.3,65,76,84,54,96,105,480
176,188,-2986.4,55.0,-2.8496183206106873,139,1,1391,Omastar,Rock,Water,Blue,Swift Swim,Shell Armor,Weak Armor,1.0,0.0,0.0,1.0,35.0,70,60,125,115,70,55,495
84,188,-2986.4,55.0,-2.8496183206106873,66,1,661,Machop,Fighting,,Grey,Guts,No Guard,Steadfast,1.0,0.0,0.0,0.8,19.5,70,80,50,35,35,35,305
798,188,-2986.4,55.0,-2.8496183206106873,679,1,6791,Honedge,Steel,Ghost,Brown,No Guard,,,6.0,0.0,0.0,0.8,2.0,45,80,100,35,37,28,325
443,188,-2986.4,55.0,-2.8496183206106873,375,1,3751,Metang,Steel,Psychic,Blue,Clear Body,,Light Metal,3.0,0.0,0.0,1.2,202.5,60,75,100,55,80,50,420
347,188,-2986.4,55.00000000000001,-2.8496183206106873,294,1,2941,Loudred,Normal,,Blue,Soundproof,,Scrappy,3.0,0.0,0.0,1.0,40.5,84,71,43,71,43,48,360
151,188,-2986.4,55.0,-2.8496183206106873,117,1,1171,Seadra,Water,,Blue,Poison Point,Sniper,Damp,1.0,0.0,0.0,1.2,25.0,55,65,95,95,45,85,440
603,188,-2986.4,55.0,-2.8496183206106873,507,1,5071,Herdier,Normal,,Grey,Intimidate,Sand Rush,Scrappy,5.0,0.0,0.0,0.9,14.7,65,80,65,35,65,60,370
73,188,-2986.4,55.0,-2.8496183206106873,56,1,561,Mankey,Fighting,,Brown,Vital Spilit,Anger Point,Defiant,1.0,0.0,0.0,0.5,28.0,40,80,35,35,45,70,305
583,188,-2986.4,55.0,-2.8496183206106873,488,1,4881,Cresselia,Psychic,,Yellow,Levitate,,,4.0,1.0,0.0,1.5,85.6,120,70,120,75,130,85,600
526,189,-3615.199999999969,54.4,-3.449618320610686,441,1,4411,Chatot,Normal,Flying,Black,Keen Eye,Tangled Feet,Big Pecks,4.0,0.0,0.0,0.5,1.9,76,65,45,92,42,91,411
414,190,-4034.399999999999,54.0,-3.8496183206106873,351,3,3513,Castform,Water,,Blue,Forecast,,,3.0,0.0,0.0,0.3,0.8,70,70,70,70,70,70,420
462,190,-4034.399999999999,54.0,-3.8496183206106873,386,3,3863,Deoxys,Psychic,,Red,Pressure,,,3.0,1.0,0.0,1.7,60.8,50,70,160,70,160,90,600
415,190,-4034.399999999999,54.0,-3.8496183206106873,351,4,3514,Castform,Ice,,White,Forecast,,,3.0,0.0,0.0,0.3,0.8,70,70,70,70,70,70,420
114,190,-4034.399999999999,54.0,-3.8496183206106873,87,1,871,Dewgong,Water,Ice,White,Thick Fat,Hydration,Ice Body,1.0,0.0,0.0,1.7,120.0,90,70,80,70,95,70,475
413,190,-4034.399999999999,54.0,-3.8496183206106873,351,2,3512,Castform,Fire,,Red,Forecast,,,3.0,0.0,0.0,0.3,0.8,70,70,70,70,70,70,420
405,190,-4034.399999999999,54.0,-3.8496183206106873,344,1,3441,Claydol,Ground,Psychic,Black,Levitate,,,3.0,0.0,0.0,1.5,108.0,60,70,105,70,120,75,500
394,190,-4034.399999999999,54.0,-3.8496183206106873,334,1,3341,Altaria,Dragon,Flying,Blue,Natural Cure,,Cloud Nine,3.0,0.0,0.0,1.1,20.6,75,70,90,70,105,80,490
92,190,-4034.399999999999,54.0,-3.8496183206106873,74,1,741,Geodude,Rock,Ground,Brown,Rock Head,Sturdy,Sand Veil,1.0,0.0,0.0,0.4,20.0,40,80,100,30,30,20,300
157,190,-4034.399999999999,54.0,-3.8496183206106873,122,2,1222,Mr. Mime,Psychic,Ice,White,Vital Spilit,Screen Cleaner,Ice Body,8.0,0.0,0.0,1.4,56.8,50,65,65,90,90,100,460
93,190,-4034.399999999999,54.0,-3.8496183206106873,74,2,742,Geodude,Rock,Electric,Grey,Magnet Pull,Sturdy,Galvanize,7.0,0.0,0.0,0.4,20.3,40,80,100,30,30,20,300
1011,190,-4034.399999999999,54.0,-3.8496183206106873,869,1,8691,Alcremie,Fairy,,Pink,Sweet Veil,,Aroma Veil,8.0,0.0,0.0,0.3,0.5,65,60,75,110,121,64,495
379,190,-4034.399999999999,54.0,-3.8496183206106873,320,1,3201,Wailmer,Water,,Blue,Water Veil,Oblivious,Pressure,3.0,0.0,0.0,2.0,130.0,130,70,35,70,35,60,400
646,190,-4034.399999999999,54.0,-3.8496183206106873,549,1,5491,Lilligant,Grass,,Green,Chlorophyll,Own Tempo,Leaf Guard,5.0,0.0,0.0,1.1,16.3,70,60,75,110,75,90,480
75,190,-4034.399999999999,54.0,-3.8496183206106873,58,1,581,Growlithe,Fire,,Brown,Intimidate,Flash Fire,Justified,1.0,0.0,0.0,0.7,19.0,55,70,45,70,50,60,350
61,190,-4034.399999999999,54.0,-3.8496183206106873,49,1,491,Venomoth,Bug,Poison,Purple,Shield Dust,Tinted Lens,Wonder Skin,1.0,0.0,0.0,1.5,12.5,70,65,60,90,75,90,450
412,190,-4034.399999999999,54.0,-3.8496183206106873,351,1,3511,Castform,Normal,,Grey,Forecast,,,3.0,0.0,0.0,0.3,0.8,70,70,70,70,70,70,420
202,191,-4243.9999999999745,53.800000000000004,-4.049618320610687,162,1,1621,Furret,Normal,,Brown,Run Away,Keen Eye,Frisk,2.0,0.0,0.0,1.8,32.5,85,76,64,45,55,90,415
50,191,-4243.9999999999745,53.800000000000004,-4.049618320610687,38,2,382,Ninetales,Ice,Fairy,Blue,Snow Cloak,,Snow Warning,7.0,0.0,0.0,1.1,19.9,73,67,75,81,100,109,505
780,192,-4453.6000000000295,53.60000000000001,-4.249618320610688,662,1,6621,Fletchinder,Fire,Flying,Red,Flame Body,,Gale Wings,6.0,0.0,0.0,0.7,16.0,62,73,55,56,52,84,382
629,193,-5082.4000000000015,53.0,-4.849618320610687,532,1,5321,Timburr,Fighting,,Grey,Guts,Sheer Force,Iron Fist,5.0,0.0,0.0,0.6,12.5,75,80,55,25,35,35,305
544,193,-5082.4000000000015,53.0,-4.849618320610687,457,1,4571,Lumineon,Water,,Blue,Swift Swim,Storm Drain,Water Veil,4.0,0.0,0.0,1.2,24.0,69,69,76,69,86,91,460
494,193,-5082.4000000000015,53.0,-4.849618320610687,413,3,4133,Wormadam,Bug,Steel,Red,Anticipation,,Overcoat,4.0,0.0,0.0,0.5,6.5,60,69,95,69,95,36,424
471,193,-5082.4000000000015,53.00000000000001,-4.849618320610687,394,1,3941,Prinplup,Water,,Blue,Torrent,,Defiant,4.0,0.0,0.0,0.8,23.0,64,66,68,81,76,50,405
896,193,-5082.4000000000015,53.0,-4.849618320610687,759,1,7591,Stufful,Normal,Fighting,Pink,Fluffy,Klutz,Cute Charm,7.0,0.0,0.0,0.5,6.8,70,75,50,45,50,50,340
56,193,-5082.4000000000015,53.0,-4.849618320610687,44,1,441,Gloom,Grass,Poison,Blue,Chlorophyll,,Stench,1.0,0.0,0.0,0.8,8.6,60,65,70,85,75,40,395
727,193,-5082.4000000000015,53.00000000000001,-4.849618320610687,618,1,6181,Stunfisk,Electric,Ground,Brown,Stanfisk,Limber,Sand Veil,5.0,0.0,0.0,0.7,11.0,109,66,84,81,99,32,471
247,193,-5082.4000000000015,53.0,-4.849618320610687,206,1,2061,Dunsparce,Normal,,Yellow,Serene Grace,Run Away,Rattled,2.0,0.0,0.0,1.5,14.0,100,70,70,65,65,45,415
644,193,-5082.4000000000015,53.0,-4.849618320610688,547,1,5471,Whimsicott,Grass,Fairy,Green,Prankster,Infiltrator,Chlorophyll,5.0,0.0,0.0,0.7,6.6,60,67,85,77,75,116,480
69,193,-5082.4000000000015,53.0,-4.849618320610687,53,1,531,Persian,Normal,,Yellow,Limber,Technician,Unnerve,1.0,0.0,0.0,1.0,32.0,65,70,60,65,65,115,440
514,193,-5082.4000000000015,53.0,-4.849618320610687,429,1,4291,Mismagius,Ghost,,Purple,Levitate,,,4.0,0.0,0.0,0.9,4.4,60,60,60,105,105,105,495
300,193,-5082.4000000000015,53.0,-4.849618320610687,253,1,2531,Grovyle,Grass,,Green,Overgrow,,Unburden,3.0,0.0,0.0,0.9,21.6,50,65,45,85,65,95,405
422,194,-5291.999999999943,52.800000000000004,-5.049618320610687,357,1,3571,Tropius,Grass,Flying,Green,Chlorophyll,Solar Power,Harvest,3.0,0.0,0.0,2.0,100.0,99,68,83,72,87,51,460
43,195,-5501.599999999989,52.6,-5.249618320610688,33,1,331,Nidorino,Poison,,Purple,Poison Point,Rivalry,Hustle,1.0,0.0,0.0,0.9,19.5,61,72,57,55,55,65,365
686,196,-6130.400000000001,52.0,-5.849618320610688,583,1,5831,Vanillish,Ice,,White,Ice Body,Snow Cloak,Weak Armor,5.0,0.0,0.0,1.1,41.0,51,65,65,80,75,59,395
703,196,-6130.400000000001,52.0,-5.849618320610687,594,1,5941,Alomomola,Water,,Pink,Healer,Hydration,Regenerator,5.0,0.0,0.0,1.2,31.6,165,75,80,40,45,65,470
411,196,-6130.400000000001,52.0,-5.849618320610688,350,1,3501,Milotic,Water,,Pink,Marvel Scale,Competitive,Cute Charm,3.0,0.0,0.0,6.2,162.0,95,60,79,100,125,81,540
373,196,-6130.400000000001,52.0,-5.849618320610688,315,1,3151,Roselia,Grass,Poison,Green,Natural Cure,Poison Point,Leaf Guard,3.0,0.0,0.0,0.3,2.0,50,60,45,100,80,65,400
722,196,-6130.400000000001,52.0,-5.849618320610688,613,1,6131,Cubchoo,Ice,,White,Snow Cloak,Slush Rush,Rattled,5.0,0.0,0.0,0.5,8.5,55,70,40,60,40,40,305
337,196,-6130.400000000001,52.0,-5.849618320610688,284,1,2841,Masquerain,Bug,Flying,Blue,Intimidate,,Unnerve,3.0,0.0,0.0,0.8,3.6,70,60,62,100,82,80,454
673,196,-6130.400000000001,52.0,-5.849618320610688,570,1,5701,Zorua,Dark,,Grey,Illusion,,,5.0,0.0,0.0,0.7,12.5,40,65,40,80,40,65,330
697,196,-6130.400000000001,52.0,-5.849618320610687,588,1,5881,Karrablast,Bug,,Blue,Swarm,Shed Skin,No Guard,5.0,0.0,0.0,0.5,5.9,50,75,45,40,45,60,315
438,196,-6130.400000000001,52.0,-5.849618320610687,371,1,3711,Bagon,Dragon,,Blue,Rock Head,,Sheer Force,3.0,0.0,0.0,0.6,42.1,45,75,60,40,30,50,300
326,196,-6130.400000000001,52.0,-5.849618320610688,274,1,2741,Nuzleaf,Grass,Dark,Brown,Chlorophyll,Early Bird,Pickpocket,3.0,0.0,0.0,1.0,28.0,70,70,40,60,40,60,340
421,196,-6130.400000000001,52.0,-5.849618320610688,356,1,3561,Dusclops,Ghost,,Black,Pressure,,Frisk,3.0,0.0,0.0,1.6,30.6,40,70,130,60,130,25,455
474,196,-6130.400000000001,52.0,-5.849618320610687,397,1,3971,Staravia,Normal,Flying,Brown,Intimidate,,Reckless,4.0,0.0,0.0,0.6,15.5,55,75,50,40,40,80,340
371,197,-6339.999999999939,51.800000000000004,-6.049618320610687,313,1,3131,Volbeat,Bug,,Grey,Illuminate,Swarm,Prankster,3.0,0.0,0.0,0.7,17.7,65,73,75,47,85,85,430
931,197,-6339.999999999939,51.800000000000004,-6.049618320610687,793,1,7931,Nihilego,Rock,Poison,White,Beast Boost,,,7.0,1.0,0.0,1.2,55.5,109,53,47,127,131,103,570
5,198,-6968.800000000074,51.2,-6.6496183206106885,5,1,51,Charmeleon,Fire,,Red,Blaze,,Solar Power,1.0,0.0,0.0,1.1,19.0,58,64,58,80,65,80,405
196,198,-6968.800000000074,51.2,-6.6496183206106885,156,1,1561,Quilava,Fire,,Yellow,Blaze,,Flash Fire,2.0,0.0,0.0,0.9,19.0,58,64,58,80,65,80,405
661,199,-7178.400000000004,51.0,-6.849618320610687,559,1,5591,Scraggy,Dark,Fighting,Yellow,Shed Skin,Moxie,Intimidate,5.0,0.0,0.0,0.6,11.8,50,75,70,35,70,48,348
663,199,-7178.400000000004,51.0,-6.849618320610687,561,1,5611,Sigilyph,Psychic,Flying,Black,Wonder Skin,Magic Guard,Tinted Lens,5.0,0.0,0.0,1.4,14.0,72,58,80,103,80,97,490
248,199,-7178.400000000004,51.0,-6.849618320610687,207,1,2071,Gligar,Ground,Flying,Purple,Hyper Cutter,Sand Veil,Immunity,2.0,0.0,0.0,1.1,64.8,65,75,105,35,65,85,430
774,199,-7178.400000000004,51.00000000000001,-6.849618320610688,657,1,6571,Frogadier,Water,,Blue,Torrent,,Protean,6.0,0.0,0.0,0.6,10.9,54,63,52,83,56,97,405
234,199,-7178.400000000004,51.0,-6.849618320610688,193,1,1931,Yanma,Bug,Flying,Red,Speed Boost,Compound Eyes,Frisk,2.0,0.0,0.0,1.2,38.0,65,65,45,75,45,95,390
958,199,-7178.400000000004,51.0,-6.849618320610688,817,1,8171,Drizzile,Water,,Blue,Torrent,,Sniper,8.0,0.0,0.0,0.7,11.5,65,60,60,95,55,90,425
82,199,-7178.400000000004,51.0,-6.849618320610688,65,1,651,Alakazam,Psychic,,Brown,Synchronize,Inner Focus,Magic guard,1.0,0.0,0.0,1.5,48.0,55,50,45,135,95,120,500
732,200,-8016.800000000074,50.2,-7.6496183206106885,622,1,6221,Golett,Ground,Ghost,Green,Iron Fist,Klutz,No Guard,5.0,0.0,0.0,1.0,92.0,59,74,50,35,50,35,303
523,201,-8226.400000000003,50.0,-7.849618320610689,438,1,4381,Bonsly,Rock,,Brown,Sturdy,Rock Head,Rattled,4.0,0.0,0.0,0.5,15.0,50,80,95,10,45,10,290
889,201,-8226.400000000003,50.0,-7.849618320610689,752,1,7521,Araquanid,Water,Bug,Green,Water Bubble,,Water Absorb,7.0,0.0,0.0,1.8,82.0,68,70,92,50,132,42,454
316,201,-8226.400000000003,50.0,-7.849618320610689,264,2,2642,Linoone,Dark,Normal,White,Pickup,Gluttony,Quick Feet,8.0,0.0,0.0,0.5,32.5,78,70,61,50,61,100,420
389,201,-8226.400000000003,50.0,-7.849618320610689,329,1,3291,Vibrava,Ground,Dragon,Green,Levitate,,,3.0,0.0,0.0,1.1,15.3,50,70,50,50,50,70,340
315,201,-8226.400000000003,50.0,-7.849618320610689,264,1,2641,Linoone,Normal,,White,Pickup,Gluttony,Quick Feet,3.0,0.0,0.0,0.5,32.5,78,70,61,50,61,100,420
828,201,-8226.400000000003,50.0,-7.849618320610689,708,1,7081,Phantump,Ghost,Grass,Brown,Natural Cure,Frisk,Harvest,6.0,0.0,0.0,0.4,7.0,43,70,48,50,60,38,309
861,201,-8226.400000000003,50.0,-7.849618320610689,731,1,7311,Pikipek,Normal,Flying,Black,Keen Eye,Skill Link,Pickup,7.0,0.0,0.0,0.3,1.2,35,75,30,30,30,65,265
307,201,-8226.400000000003,50.0,-7.849618320610689,258,1,2581,Mudkip,Water,,Blue,Torrent,,Damp,3.0,0.0,0.0,0.4,7.6,50,70,50,50,50,40,310
902,201,-8226.400000000003,50.0,-7.849618320610689,765,1,7651,Oranguru,Normal,Psychic,White,Inner Focus,Telepathy,Symbiosis,7.0,0.0,0.0,1.5,76.0,90,60,80,90,110,60,490
433,202,-8226.400000000005,50.0,-7.849618320610689,366,1,3661,Clamperl,Water,,Blue,Shell Armor,,Rattled,3.0,0.0,0.0,0.4,52.5,35,64,85,74,55,32,345
815,203,-8435.999999999935,49.8,-8.049618320610687,695,1,6951,Heliolisk,Electric,Normal,Yellow,Dry Skin,Sand Veil,Solar Power,6.0,0.0,0.0,1.0,21.0,62,55,52,109,94,109,481
1,204,-8645.599999999888,49.6,-8.24961832061069,2,1,21,Ivysaur,Grass,Poison,Green,Overgrow,,Chrolophyll,1.0,0.0,0.0,1.0,13.0,60,62,63,80,80,60,405
502,205,-8855.20000000011,49.4,-8.449618320610687,421,1,4211,Cherrim,Grass,,Pink,Flower Gift,,,4.0,0.0,0.0,0.5,9.3,70,60,70,87,78,85,450
503,205,-8855.20000000011,49.4,-8.449618320610687,421,2,4212,Cherrim,Grass,,Purple,Flower Gift,,,4.0,0.0,0.0,0.5,9.3,70,60,70,87,78,85,450
614,205,-8855.20000000011,49.400000000000006,-8.449618320610687,518,1,5181,Musharna,Psychic,,Pink,Forewarn,Synchronize,Telepathy,5.0,0.0,0.0,1.1,60.5,116,55,85,107,95,29,487
771,206,-9064.800000000025,49.2,-8.649618320610688,654,1,6541,Braixen,Fire,,Red,Blaze,,Magician,6.0,0.0,0.0,1.0,14.5,59,59,58,90,70,73,409
536,206,-9064.800000000025,49.2,-8.64961832061069,449,1,4491,Hippopotas,Ground,,Brown,Sand Stream,,Sand Force,4.0,0.0,0.0,0.8,49.5,68,72,78,38,42,32,330
702,207,-9274.400000000003,49.0,-8.849618320610688,593,1,5931,Jellicent,Water,Ghost,White,Water Absorb,Cursed Body,Damp,5.0,0.0,0.0,2.2,135.0,100,60,70,85,105,60,480
241,207,-9274.400000000003,49.0,-8.849618320610688,200,1,2001,Misdreavus,Ghost,,Grey,Levitate,,,2.0,0.0,0.0,0.7,1.0,60,60,60,85,85,85,435
633,207,-9274.400000000003,49.0,-8.849618320610688,536,1,5361,Palpitoad,Water,Ground,Blue,Swift Swim,Hydration,Water Absorb,5.0,0.0,0.0,0.8,17.0,75,65,55,65,55,69,384
620,207,-9274.400000000003,49.0,-8.849618320610688,524,1,5241,Roggenrola,Rock,,Blue,Sturdy,Weak Armor,Sand Force,5.0,0.0,0.0,0.4,18.0,55,75,85,25,25,15,280
58,207,-9274.400000000003,49.0,-8.849618320610688,46,1,461,Paras,Bug,Grass,Red,Effect Spore,Dry Skin,Damp,1.0,0.0,0.0,0.3,5.4,35,70,55,45,55,25,285
174,207,-9274.400000000003,49.0,-8.849618320610688,137,1,1371,Porygon,Normal,,Pink,Trace,Download,Analytic,1.0,0.0,0.0,0.8,36.5,65,60,70,85,75,40,395
268,207,-9274.400000000003,49.0,-8.849618320610688,223,1,2231,Remoraid,Water,,Grey,Hustle,Sniper,Moody,2.0,0.0,0.0,0.6,12.0,35,65,35,65,35,65,300
27,208,-9483.999999999989,48.800000000000004,-9.049618320610687,20,2,202,Raticate,Dark,Normal,Black,Gluttony,Hustle,Thick Fat,7.0,0.0,0.0,0.7,25.5,75,71,70,40,80,77,413
954,208,-9483.999999999989,48.800000000000004,-9.049618320610687,813,1,8131,Scorbunny,Fire,,White,Blaze,,Libero,8.0,0.0,0.0,0.3,4.5,50,71,40,40,40,69,310
649,209,-9693.599999999888,48.6,-9.249618320610688,551,1,5511,Sandile,Ground,Dark,Brown,Intimidate,Moxie,Anger Point,5.0,0.0,0.0,0.7,15.2,50,72,35,35,35,65,292
994,210,-9903.200000000115,48.400000000000006,-9.449618320610687,852,1,8521,Clobbopus,Fighting,,Brown,Limber,,Technician,8.0,0.0,0.0,0.6,4.0,50,68,60,50,50,32,310
790,210,-9903.200000000115,48.4,-9.449618320610687,672,1,6721,Skiddo,Grass,,Brown,Sap Sipper,,Grass Pelt,6.0,0.0,0.0,0.9,31.0,66,65,48,62,57,52,350
556,211,-10322.400000000003,48.0,-9.849618320610688,468,1,4681,Togekiss,Fairy,Flying,White,Hustle,Serene Grace,Super Luck,4.0,0.0,0.0,1.5,38.0,85,50,95,120,115,80,545
35,211,-10322.400000000003,48.0,-9.849618320610686,27,1,271,Sandshrew,Ground,,Yellow,Sand Veil,,Sand Rush,1.0,0.0,0.0,0.6,12.0,50,75,85,20,30,40,300
528,211,-10322.400000000003,48.0,-9.849618320610688,443,1,4431,Gible,Dragon,Ground,Blue,Sand Veil,,Rough Skin,4.0,0.0,0.0,0.7,20.5,58,70,45,40,45,42,300
628,211,-10322.400000000003,48.0,-9.849618320610688,531,2,5312,Mega Audino,Normal,Fairy,White,Healer,,,5.0,0.0,1.0,1.5,32.0,103,60,126,80,126,50,545
359,211,-10322.400000000003,48.0,-9.849618320610688,304,1,3041,Aron,Steel,Rock,Grey,Sturdy,Rock Head,Heavy Metal,3.0,0.0,0.0,0.4,60.0,50,70,100,40,40,30,330
141,211,-10322.400000000003,48.0,-9.849618320610688,109,1,1091,Koffing,Poison,,Purple,Levitate,Neutralizing Gas,Stench,1.0,0.0,0.0,0.6,1.0,40,65,95,60,45,35,340
273,211,-10322.400000000003,48.0,-9.849618320610688,228,1,2281,Houndour,Dark,Fire,Black,Early Bird,Flash Fire,Unnerve,2.0,0.0,0.0,0.6,10.8,45,60,30,80,50,65,330
855,211,-10322.400000000003,48.0,-9.849618320610688,725,1,7251,Litten,Fire,,Red,Blaze,,Intimidate,7.0,0.0,0.0,0.4,4.3,45,65,40,60,40,70,320
147,211,-10322.400000000003,48.0,-9.849618320610688,114,1,1141,Tangela,Grass,,Blue,Chlorophyll,Leaf Guard,Regenerator,1.0,0.0,0.0,1.0,35.0,65,55,115,100,40,60,435
499,211,-10322.400000000003,48.0,-9.849618320610688,418,1,4181,Buizel,Water,,Brown,Swift Swim,,Water Veil,4.0,0.0,0.0,0.7,29.5,55,65,35,60,30,85,330
238,211,-10322.400000000003,48.0,-9.849618320610688,197,1,1971,Umbreon,Dark,,Black,Synchronize,,Inner Focus,2.0,0.0,0.0,1.0,27.0,95,65,110,60,130,65,525
231,211,-10322.400000000003,48.0,-9.849618320610688,190,1,1901,Aipom,Normal,,Purple,Run Away,Pickup,Skill Link,2.0,0.0,0.0,0.6,11.5,55,70,55,40,55,85,360
969,212,-10531.999999999998,47.8,-10.049618320610687,828,1,8281,Thievul,Dark,,Brown,Run Away,Unburden,Stekeout,8.0,0.0,0.0,1.2,19.9,70,58,58,87,92,90,455
464,213,-10951.20000000014,47.400000000000006,-10.449618320610687,387,1,3871,Turtwig,Grass,,Green,Overgrow,,Shell Armor,4.0,0.0,0.0,0.4,10.2,55,68,64,45,55,31,318
285,213,-10951.20000000014,47.400000000000006,-10.449618320610687,239,1,2391,Elekid,Electric,,Yellow,Static,,Vital Spilit,2.0,0.0,0.0,0.6,23.5,45,63,37,65,55,95,360
10,213,-10951.20000000014,47.400000000000006,-10.449618320610687,8,1,81,Wartortle,Water,,Blue,Torrent,,Rain Dish,1.0,0.0,0.0,1.0,22.5,59,63,80,65,80,58,405
1020,214,-11370.400000000001,47.0,-10.849618320610688,876,2,8762,Indeedee F,Psychic,Normal,Purple,Own Tempo,Synchronize,Psychic Surge,8.0,0.0,0.0,0.9,28.0,70,55,65,95,105,85,475
